"version","n","rows","fun","replicate","elapsed","input_MiB","output_MiB","heap_highwater_MiB","heap_increment_MiB"
"old",10000,30000,"Mapping",1,0,2.97919464111328,0.0028076171875,37.5,0.0999999999999943
"old",10000,30000,"DataCheck",1,1.934,2.97919464111328,0.0218429565429688,96.4,57.6
"old",10000,30000,"DataStandard",1,5.477,2.97919464111328,3.68258666992188,116.5,77.5
