"version","n","rows","fun","replicate","elapsed","input_MiB","output_MiB","heap_highwater_MiB","heap_increment_MiB"
"new",3000,9000,"Mapping",1,0,0.896369934082031,0.0028076171875,35.4,0.100000000000001
"new",3000,9000,"DataCheck",1,0.0900000000000001,0.896369934082031,0.0218429565429688,59.5,22.8
"new",3000,9000,"DataStandard",1,0.196,0.896369934082031,1.14581298828125,90.5,53.6
